"高師大生給2星評價　業者要求道歉否則提告 ( 彰師 勃肯？！)", 2017-4, 2017-4-30
"你給我在開學前一天教務系統登不進去?", 2017-2, 2017-2-19
"教務系統登不進去", 2017-2, 2017-2-19
"後站停車", 2017-2, 2017-2-19
"#問 美術系西方藝術史", 2017-2, 2017-2-19
"學校網路", 2017-3, 2017-3-21
"彰師棒", 2017-3, 2017-3-21
"嗶～嘟～嗶～嘟～", 2017-3, 2017-3-21
"關於校內學餐商店", 2017-3, 2017-3-21
"106級運表 著陸", 2017-5, 2017-5-27
"請問學校天文社", 2017-5, 2017-5-27
"我好像喜歡你", 2017-5, 2017-5-27
"半夜打字", 2017-5, 2017-5-27
"吥敢噯惹", 2017-3, 2017-3-20
"彰師的韓國代購好貴", 2017-3, 2017-3-20
"請問籃球校隊徵選", 2017-3, 2017-3-20
"請問通試護照畢業門檻", 2017-3, 2017-3-20
"寒假信件", 2017-2, 2017-2-18
"學校附近租金太貴了😠", 2017-2, 2017-2-18
"彰化的機車行", 2017-2, 2017-2-18
"家教問題", 2017-2, 2017-2-18
"好料逗相報", 2017-2, 2017-2-15
"#問 如何查詢出缺勤紀錄", 2017-2, 2017-2-15
"多益下單後仍然不算數", 2017-2, 2017-2-15
"情人節", 2017-2, 2017-2-15
"洗衣服不用排隊？", 2017-3, 2017-3-9
"道歉文", 2017-3, 2017-3-9
"寶山/進德校區海報貼哪裡", 2017-3, 2017-3-9
"關於校門口小七店員", 2017-3, 2017-3-9
"Re:有沒有彰師變爛的掛", 2017-3, 2017-3-17
"學店，全台都學店", 2017-3, 2017-3-17
"修鞋", 2017-3, 2017-3-17
"8社吼叫哥", 2017-3, 2017-3-17
"教檢", 2017-2, 2017-2-25
"我說農服啊", 2017-2, 2017-2-25
"牛媽媽要漲價了！！", 2017-2, 2017-2-25
"這個宿網", 2017-4, 2017-4-4
"打排球!!", 2017-4, 2017-4-4
"健身房", 2017-4, 2017-4-4
"情人節", 2017-2, 2017-2-13
"一個人的研究所", 2017-2, 2017-2-13
"#問 2/13開放的校園多益", 2017-2, 2017-2-13
"這球品真好～～～～", 2017-5, 2017-5-18
"機電系的曾同學", 2017-5, 2017-5-18
"聽說資X系很團結", 2017-5, 2017-5-18
"Mini女—Part2", 2017-3, 2017-3-30
"地理系週", 2017-3, 2017-3-30
"今天早上有人在學餐門口掉了一千塊嗎？", 2017-3, 2017-3-30
"撿到的手錶", 2017-3, 2017-3-8
"學餐自助餐 吃飽飽時段", 2017-3, 2017-3-8
"八舍浴室偷拍", 2017-3, 2017-3-8
"夢到的", 2017-4, 2017-4-22
"我在這裡跟2號候選人說抱歉", 2017-4, 2017-4-22
"學生會選舉政見發表會", 2017-4, 2017-4-22
"兩柱並立 94狂", 2017-3, 2017-3-6
"寶山教學一館旁停車場倒車", 2017-3, 2017-3-6
"青蛙", 2017-3, 2017-3-6
"選課是嗎？", 2017-2, 2017-2-9
"成績單", 2017-2, 2017-2-9
"學生證掛失", 2017-2, 2017-2-9
"鎖", 2017-1, 2017-1-31
"8宿幾號會開放？時間？", 2017-1, 2017-1-31
"8宿幾號會開放？時間？", 2017-1, 2017-1-31
"台灣藝術史", 2017-6, 2017-6-14
"作弊記得擦掉小抄", 2017-6, 2017-6-14
"(問課)會計系經濟學課", 2017-6, 2017-6-14
"噓文救電狼", 2017-5, 2017-5-13
"董家炸雞", 2017-5, 2017-5-13
"籃盟", 2017-5, 2017-5-13
"御之味少去", 2017-3, 2017-3-23
"找房子～～～～", 2017-3, 2017-3-23
"#Ncue 15天計畫洗版", 2017-3, 2017-3-23
"改車囉～～～", 2017-5, 2017-5-12
"在全家讀微積分", 2017-5, 2017-5-12
"量inbody？？？", 2017-5, 2017-5-12
"麵包森林", 2017-3, 2017-3-16
"3/16  中午11:30左右全家行車紀錄器", 2017-3, 2017-3-16
"機車行換輪胎請益", 2017-3, 2017-3-16
"黑特學生會  名人講座購票", 2017-3, 2017-3-1
"企管所選課問題", 2017-3, 2017-3-1
"要畢業了好感喪", 2017-3, 2017-3-1
"情人節要幹嘛", 2017-2, 2017-2-10
"問學校獎懲系統", 2017-2, 2017-2-10
"情人節有沒有人要約我", 2017-2, 2017-2-10
"社團評鑑", 2017-5, 2017-5-6
"學校的瘋狗", 2017-5, 2017-5-6
"學生會沒來社團評鑑", 2017-5, 2017-5-6
"彰化師大宿舍", 2017-1, 2017-1-21
"問成績系統", 2017-1, 2017-1-21
"網球社", 2017-2, 2017-2-22
"請問課程", 2017-2, 2017-2-22
"活春宮live呦", 2017-5, 2017-5-31
"ㄨ透可", 2017-5, 2017-5-31
"自動幫你抽 麥當勞報報XD", 2017-5, 2017-5-30
"學校上演活春宮", 2017-5, 2017-5-30
"請問一下大家明天想投誰", 2017-5, 2017-5-3
"今天發現的qrcode", 2017-5, 2017-5-3
"物理系通識講座", 2017-4, 2017-4-7
"流浪狗越來越多!!!", 2017-4, 2017-4-7
"其實教授不好當", 2017-1, 2017-1-29
"外系修公育系民法刑法行政法", 2017-1, 2017-1-29
"宵夜宵夜!", 2017-5, 2017-5-14
"宿舍網路 高手請進😭", 2017-5, 2017-5-14
"2/18上課？？", 2017-2, 2017-2-7
"免費多益", 2017-2, 2017-2-7
"宿舍洗衣服", 2017-2, 2017-2-14
"哭泣的狗", 2017-2, 2017-2-14
"Re:“家味軒要收了？”也算是一種有感而發", 2017-3, 2017-3-25
"彰師玩很大", 2017-3, 2017-3-25
"這教授怎麼了", 2017-2, 2017-2-8
"進德校區附近的美食？", 2017-2, 2017-2-8
"彰師直男注意", 2017-1, 2017-1-25
"情侶彼此的生活空間", 2017-1, 2017-1-25
"生物系課程", 2017-6, 2017-6-9
"男宿內褲大盜", 2017-6, 2017-6-9
"請問有人住過便當街嗎", 2017-4, 2017-4-5
"💜男神女神來自拍💜", 2017-4, 2017-4-5
"請益", 2017-5, 2017-5-16
"自我感覺良好的資工系學會", 2017-5, 2017-5-16
"#急 #錢包君失蹤了", 2017-5, 2017-5-17
"寒假住宿沒繳費", 2017-2, 2017-2-5
"求問 全聯附近的狗叫聲", 2017-2, 2017-2-3
"#問 語言中心德文課程", 2017-2, 2017-2-2
"更改匯款帳號？求解～～", 2017-2, 2017-2-16
"6:43了", 2017-2, 2017-2-6
"請問仁愛路的House Hair", 2017-2, 2017-2-17
"新年新希望", 2017-1, 2017-1-28
"永樂街爆漿雞蛋糕", 2017-3, 2017-3-26
"不是不報只是時候未到", 2017-3, 2017-3-22
"手遊", 2017-1, 2017-1-23
"彰化推拿", 2017-5, 2017-5-25
"主動了", 2017-1, 2017-1-22
"遺失高鐵票", 2017-5, 2017-5-24
"誰可以把夜鷹處理.....", 2017-3, 2017-3-5
"外系選修第二學期", 2017-1, 2017-1-30
